From,To,Distance
Location1,Location2,26.0
Location1,Location3,46.0
Location1,Location4,74.0
Location1,Location5,82.0
Location1,Location6,65.0
Location1,Location7,90.0
Location1,Location8,104.0
Location1,Location9,102.0
Location1,Location10,100.0
Location1,Location11,147.0
Location1,Location12,134.0
Location1,Location13,90.0
Location1,Location14,75.0
Location1,Location15,69.0
Location1,Location16,106.0
Location1,Location17,117.0
Location1,Location18,42.0
Location1,Location19,71.0
Location1,Location20,96.0
Location1,Location21,158.0
Location1,Location22,89.0
Location1,Location23,76.0
Location1,Location24,125.0
Location1,Location25,38.0
Location1,Location26,40.0
Location1,Location27,58.0
Location1,Location28,59.0
Location1,Location29,13.0
Location1,Location30,38.0
Location1,Location31,31.0
Location1,Location32,22.0
Location1,Location33,103.0
Location1,Location34,143.0
Location1,Location35,106.0
Location1,Location36,94.0
Location1,Location37,137.0
Location1,Location38,104.0
Location1,Location39,123.0
Location1,Location40,140.0
Location1,Location41,98.0
Location1,Location42,70.0
Location1,Location43,58.0
Location1,Location44,38.0
Location1,Location45,30.0
Location1,Location46,48.0
Location1,Location47,67.0
Location1,Location48,118.0
Location1,Location49,120.0
Location1,Location50,105.0
Location1,Location51,149.0
Location1,Location52,140.0
Location1,Location53,100.0
Location1,Location54,55.0
Location1,Location55,115.0
Location1,Location56,141.0
Location1,Location57,94.0
Location1,Location58,93.0
Location1,Location59,122.0
Location1,Location60,113.0
Location1,Location61,162.0
Location1,Location62,154.0
Location1,Location63,76.0
Location1,Location64,118.0
Location1,Location65,36.0
Location1,Location66,21.0
Location1,Location67,62.0
Location1,Location68,165.0
Location1,Location69,92.0
Location1,Location70,94.0
Location1,Location71,66.0
Location2,Location1,66.0
Location2,Location3,20.0
Location2,Location4,48.0
Location2,Location5,56.0
Location2,Location6,39.0
Location2,Location7,126.0
Location2,Location8,81.0
Location2,Location9,76.0
Location2,Location10,109.0
Location2,Location11,156.0
Location2,Location12,140.0
Location2,Location13,156.0
Location2,Location14,141.0
Location2,Location15,135.0
Location2,Location16,172.0
Location2,Location17,183.0
Location2,Location18,108.0
Location2,Location19,137.0
Location2,Location20,162.0
Location2,Location21,224.0
Location2,Location22,155.0
Location2,Location23,142.0
Location2,Location24,190.0
Location2,Location25,104.0
Location2,Location26,76.0
Location2,Location27,124.0
Location2,Location28,95.0
Location2,Location29,79.0
Location2,Location30,104.0
Location2,Location31,97.0
Location2,Location32,88.0
Location2,Location33,130.0
Location2,Location34,176.0
Location2,Location35,133.0
Location2,Location36,121.0
Location2,Location37,164.0
Location2,Location38,131.0
Location2,Location39,150.0
Location2,Location40,167.0
Location2,Location41,125.0
Location2,Location42,97.0
Location2,Location43,85.0
Location2,Location44,65.0
Location2,Location45,57.0
Location2,Location46,75.0
Location2,Location47,94.0
Location2,Location48,145.0
Location2,Location49,147.0
Location2,Location50,132.0
Location2,Location51,160.0
Location2,Location52,151.0
Location2,Location53,80.0
Location2,Location54,82.0
Location2,Location55,142.0
Location2,Location56,162.0
Location2,Location57,74.0
Location2,Location58,67.0
Location2,Location59,96.0
Location2,Location60,87.0
Location2,Location61,189.0
Location2,Location62,128.0
