ClientId,ServerId,Costs
"Client1","Server1",75
"Client1","Server11",18
"Client1","Server30",85
"Client1","Server44",83
"Client1","Server47",29
"Client1","Server58",54
"Client1","Server63",25
"Client1","Server67",86
"Client1","Server71",37
"Client1","Server73",96
"Client1","Server77",52
"Client1","Server86",19
"Client1","Server95",10
"Client1","Server102",69
"Client1","Server103",40
"Client1","Server113",54
"Client1","Server116",79
"Client1","Server123",9
"Client1","Server130",23
"Client1","Server153",28
"Client1","Server165",26
"Client1","Server171",66
"Client1","Server173",27
"Client1","Server177",44
"Client1","Server179",95
"Client1","Server186",73
"Client1","Server187",89
"Client1","Server192",56
"Client1","Server193",51
"Client1","Server197",79
"Client1","Server201",92
"Client1","Server206",91
"Client1","Server218",33
"Client1","Server219",71
"Client1","Server220",30
"Client1","Server225",23
"Client1","Server226",48
"Client1","Server229",70
"Client1","Server232",92
"Client1","Server245",58
"Client1","Server246",55
"Client1","Server250",6
"Client1","Server252",32
"Client1","Server256",73
"Client1","Server263",80
"Client1","Server266",78
"Client1","Server267",97
"Client1","Server280",38
"Client1","Server287",11
"Client1","Server294",100
"Client1","Server295",100
"Client1","Server299",21
"Client1","Server301",46
"Client1","Server305",99
"Client1","Server313",71
"Client1","Server318",95
"Client1","Server322",89
"Client1","Server324",94
"Client1","Server333",54
"Client1","Server334",52
"Client1","Server335",77
"Client1","Server342",44
"Client1","Server344",50
"Client1","Server349",29
"Client1","Server350",57
"Client1","Server356",43
"Client1","Server358",63
"Client1","Server370",30
"Client1","Server374",72
"Client1","Server375",70
"Client1","Server387",22
"Client1","Server392",38
"Client1","Server407",38
"Client1","Server409",79
"Client1","Server415",90
"Client1","Server416",22
"Client1","Server419",72
"Client1","Server423",51
"Client1","Server425",78
"Client1","Server426",12
"Client1","Server430",52
"Client1","Server439",74
"Client1","Server440",21
"Client1","Server441",31
"Client1","Server457",32
"Client1","Server464",71
"Client1","Server465",75
"Client1","Server468",27
"Client1","Server476",10
"Client1","Server481",65
"Client1","Server482",97
"Client1","Server508",52
"Client1","Server525",13
"Client1","Server527",15
"Client1","Server542",37
"Client1","Server544",19
"Client1","Server545",58
"Client1","Server549",92
"Client1","Server550",96
"Client1","Server555",61
"Client1","Server557",6
"Client1","Server562",72
"Client1","Server563",55
"Client1","Server569",23
"Client1","Server578",73
"Client1","Server581",54
"Client1","Server583",35
"Client1","Server586",93
"Client1","Server594",41
"Client1","Server606",76
"Client1","Server607",26
"Client1","Server613",9
"Client1","Server614",37
"Client1","Server618",50
"Client1","Server619",93
"Client1","Server620",66
"Client1","Server622",98
"Client1","Server626",7
"Client1","Server631",25
"Client1","Server636",88
"Client1","Server637",53
"Client1","Server648",22
"Client1","Server666",39
"Client1","Server679",95
"Client1","Server686",46
"Client1","Server699",88
"Client1","Server703",43
"Client1","Server715",53
"Client1","Server722",22
"Client1","Server726",83
"Client1","Server743",88
"Client1","Server755",67
"Client1","Server759",34
"Client1","Server760",13
"Client1","Server762",63
"Client1","Server770",44
"Client1","Server772",86
"Client1","Server773",17
"Client1","Server784",44
"Client1","Server789",14
"Client1","Server791",56
"Client1","Server792",55
"Client1","Server799",71
"Client2","Server3",78
"Client2","Server7",29
"Client2","Server15",14
"Client2","Server24",33
"Client2","Server28",87
"Client2","Server34",48
"Client2","Server35",32
"Client2","Server37",46
"Client2","Server40",24
"Client2","Server49",87
"Client2","Server50",57
"Client2","Server54",33
"Client2","Server61",29
"Client2","Server83",50
"Client2","Server94",81
"Client2","Server103",8
"Client2","Server106",98
"Client2","Server107",12
"Client2","Server111",99
"Client2","Server112",24
"Client2","Server117",23
"Client2","Server124",56
"Client2","Server127",25
"Client2","Server129",23
"Client2","Server130",72
"Client2","Server136",9
"Client2","Server137",2
"Client2","Server144",11
"Client2","Server165",16
"Client2","Server167",41
"Client2","Server179",82
"Client2","Server187",34
"Client2","Server188",7
"Client2","Server194",73
"Client2","Server196",49
"Client2","Server197",58
"Client2","Server198",36
"Client2","Server202",31
"Client2","Server203",90
"Client2","Server217",99
"Client2","Server226",8
"Client2","Server229",3
