ClientId,ServerId,Costs
Client1,Server1,4
Client1,Server2,18
Client1,Server3,9
Client1,Server4,99
Client1,Server5,85
Client1,Server6,50
Client1,Server7,47
Client1,Server8,2
Client1,Server9,15
Client1,Server10,18
Client1,Server11,65
Client1,Server12,34
Client1,Server13,2
Client1,Server14,65
Client1,Server15,21
Client1,Server16,91
Client1,Server17,69
Client1,Server18,59
Client1,Server19,93
Client1,Server20,97
Client1,Server21,5
Client1,Server22,19
Client1,Server23,66
Client1,Server24,2
Client1,Server25,24
Client1,Server26,54
Client1,Server27,26
Client1,Server28,74
Client1,Server29,27
Client1,Server30,18
Client1,Server31,12
Client1,Server32,41
Client1,Server33,44
Client1,Server34,55
Client1,Server35,83
Client1,Server36,48
Client1,Server37,73
Client1,Server38,27
Client1,Server39,77
Client1,Server40,91
Client1,Server41,10
Client1,Server42,69
Client1,Server43,60
Client1,Server44,18
Client1,Server45,19
Client1,Server46,67
Client1,Server47,21
Client1,Server48,26
Client1,Server49,55
Client1,Server50,38
Client1,Server51,80
Client1,Server52,97
Client1,Server53,95
Client1,Server54,22
Client1,Server55,43
Client1,Server56,16
Client1,Server57,77
Client1,Server58,5
Client1,Server59,30
Client1,Server60,96
Client1,Server61,3
Client1,Server62,21
Client1,Server63,63
Client1,Server64,8
Client1,Server65,10
Client1,Server66,15
Client1,Server67,16
Client1,Server68,88
Client1,Server69,52
Client1,Server70,96
Client1,Server71,15
Client1,Server72,65
Client1,Server73,66
Client1,Server74,29
Client1,Server75,96
Client1,Server76,11
Client1,Server77,66
Client1,Server78,61
Client1,Server79,82
Client1,Server80,75
Client1,Server81,4
Client1,Server82,46
Client1,Server83,98
Client1,Server84,96
Client1,Server85,59
Client1,Server86,7
Client1,Server87,23
Client1,Server88,34
Client1,Server89,39
Client1,Server90,25
Client1,Server91,85
Client1,Server92,81
Client1,Server93,62
Client1,Server94,87
Client1,Server95,32
Client1,Server96,50
Client1,Server97,67
Client1,Server98,88
Client1,Server99,72
Client1,Server100,41
Client1,Server101,61
Client1,Server102,65
Client1,Server103,41
Client1,Server104,54
Client1,Server105,85
Client1,Server106,83
Client1,Server107,33
Client1,Server108,30
Client1,Server109,39
Client1,Server110,36
Client1,Server111,9
Client1,Server112,70
Client1,Server113,33
Client1,Server114,4
Client1,Server115,37
Client1,Server116,6
Client1,Server117,56
Client1,Server118,39
Client1,Server119,79
Client1,Server120,32
Client1,Server121,74
Client1,Server122,70
Client1,Server123,86
Client1,Server124,74
Client1,Server125,42
Client1,Server126,74
Client1,Server127,30
Client1,Server128,67
Client1,Server129,17
Client1,Server130,77
Client1,Server131,68
Client1,Server132,10
Client1,Server133,60
Client1,Server134,11
Client1,Server135,89
Client1,Server136,88
Client1,Server137,97
Client1,Server138,49
Client1,Server139,80
Client1,Server140,25
Client1,Server141,40
Client1,Server142,62
Client1,Server143,94
Client1,Server144,42
Client1,Server145,65
Client1,Server146,64
Client1,Server147,83
Client1,Server148,51
Client1,Server149,16
Client1,Server150,46
Client1,Server151,24
Client1,Server152,29
Client1,Server153,10
Client1,Server154,24
Client1,Server155,54
Client1,Server156,75
Client1,Server157,39
Client1,Server158,95
Client1,Server159,28
Client1,Server160,52
Client1,Server161,81
Client1,Server162,78
Client1,Server163,89
Client1,Server164,80
Client1,Server165,44
Client1,Server166,30
Client1,Server167,48
Client1,Server168,24
Client1,Server169,19
Client1,Server170,85
Client1,Server171,13
Client1,Server172,54
Client1,Server173,33
Client1,Server174,8
Client1,Server175,36
Client1,Server176,27
Client1,Server177,83
Client1,Server178,51
Client1,Server179,61
Client1,Server180,20
Client1,Server181,58
Client1,Server182,91
Client1,Server183,48
Client1,Server184,57
Client1,Server185,39
Client1,Server186,24
Client1,Server187,35
Client1,Server188,50
Client1,Server189,42
Client1,Server190,47
Client1,Server191,89
Client1,Server192,10
Client1,Server193,84
Client1,Server194,99
Client1,Server195,89
Client1,Server196,73
Client1,Server197,23
Client1,Server198,98
Client1,Server199,10
Client1,Server200,96
Client1,Server201,44
Client1,Server202,86
Client1,Server203,98
Client1,Server204,70
Client1,Server205,6
Client1,Server206,13
Client1,Server207,38
Client1,Server208,53
Client1,Server209,78
Client1,Server210,96
Client1,Server211,40
Client1,Server212,69
Client1,Server213,84
Client1,Server214,49
Client1,Server215,35
Client1,Server216,58
Client1,Server217,53
Client1,Server218,58
Client1,Server219,30
Client1,Server220,42
Client1,Server221,73
Client1,Server222,68
Client1,Server223,2
Client1,Server224,63
Client1,Server225,9
Client1,Server226,94
Client1,Server227,66
