ClientId,ServerId,Costs
"Client1","Server504",29
"Client1","Server594",79
"Client1","Server610",88
"Client1","Server1119",7
"Client1","Server1317",18
"Client1","Server1326",54
"Client1","Server1447",78
"Client1","Server2175",84
"Client1","Server2221",31
"Client1","Server2722",90
"Client1","Server3302",55
"Client1","Server3965",52
"Client1","Server4063",90
"Client1","Server4452",64
"Client2","Server120",61
"Client2","Server156",76
"Client2","Server185",71
"Client2","Server315",43
"Client2","Server349",65
"Client2","Server613",55
"Client2","Server699",94
"Client2","Server741",20
"Client2","Server1141",50
"Client2","Server2265",68
"Client2","Server2309",52
"Client2","Server2857",60
"Client2","Server3394",56
"Client2","Server3503",90
"Client2","Server4199",61
"Client2","Server4263",6
"Client2","Server4265",76
"Client2","Server4331",52
"Client2","Server4464",32
"Client2","Server4780",34
"Client2","Server4949",55
"Client3","Server87",33
"Client3","Server211",36
"Client3","Server256",36
"Client3","Server607",19
"Client3","Server711",17
"Client3","Server869",73
"Client3","Server1271",12
"Client3","Server1682",62
"Client3","Server1756",15
"Client3","Server1970",63
"Client3","Server2341",20
"Client3","Server2397",64
"Client3","Server2499",22
"Client3","Server3323",70
"Client3","Server4472",45
"Client4","Server34",51
"Client4","Server365",79
"Client4","Server1120",28
"Client4","Server1503",98
"Client4","Server1735",20
"Client4","Server1775",84
"Client4","Server1853",36
"Client4","Server1868",8
"Client4","Server1906",47
"Client4","Server2154",94
"Client4","Server2180",39
"Client4","Server2452",84
"Client4","Server2749",13
"Client4","Server2850",59
"Client4","Server3078",76
"Client4","Server3474",22
"Client4","Server3928",6
"Client4","Server4467",70
"Client4","Server4964",21
"Client5","Server19",24
"Client5","Server152",16
"Client5","Server428",52
"Client5","Server543",35
"Client5","Server1023",16
"Client5","Server1258",33
"Client5","Server1282",74
"Client5","Server2070",33
"Client5","Server2075",65
"Client5","Server2079",40
"Client5","Server2277",35
"Client5","Server2416",93
"Client5","Server3051",21
"Client5","Server3056",47
"Client5","Server3114",70
"Client5","Server3165",47
"Client5","Server3419",15
"Client5","Server3684",54
"Client5","Server4002",68
"Client5","Server4081",51
"Client5","Server4453",30
"Client6","Server177",7
"Client6","Server889",60
"Client6","Server927",64
"Client6","Server1537",4
"Client6","Server1637",12
"Client6","Server1832",77
"Client6","Server1870",61
"Client6","Server2261",7
"Client6","Server2279",95
"Client6","Server2291",78
"Client6","Server2405",81
"Client6","Server2810",44
"Client6","Server2821",87
"Client6","Server2962",94
"Client6","Server3205",44
"Client6","Server3278",50
"Client6","Server3382",30
"Client6","Server3522",40
"Client6","Server3984",44
"Client6","Server4360",76
"Client6","Server4987",98
"Client7","Server56",56
"Client7","Server612",38
"Client7","Server1166",28
"Client7","Server1167",33
"Client7","Server1634",23
"Client7","Server1727",52
"Client7","Server1924",70
"Client7","Server2179",96
"Client7","Server2199",7
"Client7","Server2259",38
"Client7","Server3089",98
"Client7","Server4024",60
"Client7","Server4323",81
"Client7","Server4375",58
"Client7","Server4719",48
"Client7","Server4887",39
"Client8","Server345",8
"Client8","Server468",56
"Client8","Server613",46
"Client8","Server674",83
"Client8","Server1099",95
"Client8","Server1491",9
"Client8","Server1669",39
"Client8","Server1812",32
"Client8","Server2118",45
"Client8","Server2323",3
"Client8","Server2423",91
"Client8","Server2476",68
"Client8","Server2578",87
"Client8","Server2695",70
"Client8","Server2897",29
"Client8","Server2993",84
"Client8","Server3197",23
"Client8","Server3255",89
"Client8","Server3335",42
"Client8","Server4249",79
"Client8","Server4365",81
"Client9","Server511",70
"Client9","Server537",63
"Client9","Server600",18
"Client9","Server608",36
"Client9","Server773",28
"Client9","Server802",49
"Client9","Server805",44
"Client9","Server892",21
"Client9","Server1133",42
"Client9","Server1167",77
"Client9","Server1188",26
"Client9","Server1457",22
"Client9","Server1512",93
"Client9","Server1553",89
"Client9","Server1656",50
"Client9","Server2151",11
"Client9","Server2188",24
"Client9","Server2411",94
"Client9","Server3105",79
"Client9","Server3224",21
"Client9","Server3608",61
"Client9","Server3969",19
"Client9","Server4402",20
"Client9","Server4455",55
"Client9","Server4784",63
"Client9","Server4856",83
"Client9","Server4905",19
"Client10","Server365",58
"Client10","Server833",23
"Client10","Server858",36
