PROCESS_ID; INSTANCE_ID; ATTRIBUTE_ID; VALUE
MachineProcess;Machine1;Jobs;50
MachineProcess;Machine2;Jobs;50
MachineProcess;Machine3;Jobs;50
MachineProcess;Machine4;Jobs;50
MachineProcess;Machine5;Jobs;50
MachineProcess;Machine6;Jobs;50
MachineProcess;Machine7;Jobs;50
MachineProcess;Machine8;Jobs;50
MachineProcess;Machine9;Jobs;50
MachineProcess;Machine10;Jobs;50
OrderProcess;Order1;Machines;["Machine3","Machine5","Machine1","Machine4","Machine2","Machine6","Machine10","Machine9","Machine7","Machine8"]
OrderProcess;Order1;Durations;[93.0,40.0,1.0,77.0,77.0,16.0,74.0,11.0,51.0,92.0]
OrderProcess;Order2;Machines;["Machine1","Machine5","Machine2","Machine4","Machine3","Machine6","Machine10","Machine7","Machine8","Machine9"]
OrderProcess;Order2;Durations;[92.0,80.0,76.0,59.0,70.0,86.0,17.0,78.0,30.0,93.0]
OrderProcess;Order3;Machines;["Machine2","Machine3","Machine4","Machine5","Machine1","Machine10","Machine8","Machine6","Machine9","Machine7"]
OrderProcess;Order3;Durations;[44.0,92.0,96.0,77.0,53.0,10.0,49.0,84.0,59.0,14.0]
OrderProcess;Order4;Machines;["Machine2","Machine3","Machine4","Machine1","Machine5","Machine8","Machine9","Machine6","Machine10","Machine7"]
OrderProcess;Order4;Durations;[60.0,19.0,76.0,73.0,85.0,13.0,93.0,68.0,50.0,78.0]
OrderProcess;Order5;Machines;["Machine3","Machine1","Machine4","Machine2","Machine5","Machine10","Machine8","Machine9","Machine6","Machine7"]
OrderProcess;Order5;Durations;[20.0,24.0,41.0,2.0,4.0,44.0,79.0,81.0,16.0,39.0]
OrderProcess;Order6;Machines;["Machine4","Machine3","Machine2","Machine5","Machine1","Machine9","Machine7","Machine6","Machine8","Machine10"]
OrderProcess;Order6;Durations;[41.0,35.0,32.0,18.0,15.0,98.0,29.0,19.0,14.0,26.0]
