ClientId,ServerId,Costs
Client1,Server1,92
Client1,Server2,55
Client1,Server3,36
Client1,Server4,55
Client1,Server5,34
Client1,Server6,60
Client1,Server7,11
Client1,Server8,90
Client1,Server9,48
Client1,Server10,21
Client1,Server11,96
Client1,Server12,88
Client1,Server13,75
Client1,Server14,75
Client1,Server15,5
Client1,Server16,37
Client1,Server17,100
Client1,Server18,38
Client1,Server19,26
Client1,Server20,14
Client1,Server21,86
Client1,Server22,84
Client1,Server23,49
Client1,Server24,50
Client1,Server25,24
Client1,Server26,90
Client1,Server27,3
Client1,Server28,55
Client1,Server29,22
Client1,Server30,91
Client1,Server31,27
Client1,Server32,43
Client1,Server33,23
Client1,Server34,79
Client1,Server35,72
Client1,Server36,70
Client1,Server37,7
Client1,Server38,11
Client1,Server39,16
Client1,Server40,55
Client1,Server41,16
Client1,Server42,56
Client1,Server43,99
Client1,Server44,99
Client1,Server45,27
Client1,Server46,39
Client1,Server47,9
Client1,Server48,22
Client1,Server49,27
Client1,Server50,98
Client1,Server51,50
Client1,Server52,57
Client1,Server53,73
Client1,Server54,52
Client1,Server55,57
Client1,Server56,98
Client1,Server57,28
Client1,Server58,88
Client1,Server59,42
Client1,Server60,21
Client1,Server61,54
Client1,Server62,96
Client1,Server63,21
Client1,Server64,49
Client1,Server65,39
Client1,Server66,41
Client1,Server67,95
Client1,Server68,13
Client1,Server69,79
Client1,Server70,99
Client1,Server71,85
Client1,Server72,3
Client1,Server73,100
Client1,Server74,9
Client1,Server75,28
Client1,Server76,85
Client1,Server77,35
Client1,Server78,90
Client1,Server79,22
Client1,Server80,7
Client1,Server81,80
Client1,Server82,38
Client1,Server83,90
Client1,Server84,48
Client1,Server85,81
Client1,Server86,14
Client1,Server87,25
Client1,Server88,14
Client1,Server89,74
Client1,Server90,22
Client1,Server91,56
Client1,Server92,36
Client1,Server93,8
Client1,Server94,76
Client1,Server95,36
Client1,Server96,4
Client1,Server97,68
Client1,Server98,18
Client1,Server99,89
Client1,Server100,50
Client1,Server101,91
Client1,Server102,51
Client1,Server103,9
Client1,Server104,95
Client1,Server105,11
Client1,Server106,32
Client1,Server107,88
Client1,Server108,41
Client1,Server109,58
Client1,Server110,72
Client1,Server111,14
Client1,Server112,26
Client1,Server113,14
Client1,Server114,75
Client1,Server115,40
Client1,Server116,66
Client1,Server117,41
Client1,Server118,16
Client1,Server119,7
Client1,Server120,35
Client1,Server121,76
Client1,Server122,12
Client1,Server123,9
Client1,Server124,19
Client1,Server125,58
Client1,Server126,54
Client1,Server127,96
Client1,Server128,81
Client1,Server129,57
Client1,Server130,93
Client1,Server131,36
Client1,Server132,51
Client1,Server133,2
Client1,Server134,5
Client1,Server135,55
Client1,Server136,34
Client1,Server137,66
Client1,Server138,60
Client1,Server139,83
Client1,Server140,26
Client1,Server141,30
Client1,Server142,67
Client1,Server143,3
Client1,Server144,67
Client1,Server145,75
Client1,Server146,37
Client1,Server147,57
Client1,Server148,51
Client1,Server149,11
Client1,Server150,40
Client1,Server151,62
Client1,Server152,82
Client1,Server153,49
Client1,Server154,24
Client1,Server155,20
Client1,Server156,61
Client1,Server157,22
Client1,Server158,55
Client1,Server159,72
Client1,Server160,5
Client1,Server161,94
Client1,Server162,6
Client1,Server163,43
Client1,Server164,66
Client1,Server165,62
Client1,Server166,58
Client1,Server167,64
Client1,Server168,20
Client1,Server169,34
Client1,Server170,18
Client1,Server171,19
Client1,Server172,77
Client1,Server173,38
Client1,Server174,71
Client1,Server175,79
Client1,Server176,85
Client1,Server177,46
Client1,Server178,64
Client1,Server179,54
Client1,Server180,90
Client1,Server181,39
Client1,Server182,41
Client1,Server183,5
Client1,Server184,52
Client1,Server185,26
Client1,Server186,13
Client1,Server187,25
Client1,Server188,22
Client1,Server189,99
Client1,Server190,54
Client1,Server191,43
Client1,Server192,70
Client1,Server193,4
Client1,Server194,55
Client1,Server195,54
Client1,Server196,67
Client1,Server197,24
Client1,Server198,57
Client1,Server199,9
Client1,Server200,41
Client1,Server201,73
Client1,Server202,40
Client1,Server203,66
Client1,Server204,36
Client1,Server205,78
Client1,Server206,58
Client1,Server207,60
Client1,Server208,83
Client1,Server209,30
Client1,Server210,80
Client1,Server211,86
Client1,Server212,54
Client1,Server213,67
Client1,Server214,24
Client1,Server215,28
Client1,Server216,41
Client1,Server217,83
Client1,Server218,67
Client1,Server219,86
Client1,Server220,16
Client1,Server221,96
Client1,Server222,3
Client1,Server223,81
Client1,Server224,46
Client1,Server225,83
Client1,Server226,83
Client1,Server227,62
Client1,Server228,37
Client1,Server229,73
Client1,Server230,16
Client1,Server231,29
Client1,Server232,83
Client1,Server233,92
Client1,Server234,3
Client1,Server235,66
Client1,Server236,59
Client1,Server237,99
Client1,Server238,33
Client1,Server239,56
Client1,Server240,79
Client1,Server241,3
Client1,Server242,17
Client1,Server243,39
Client1,Server244,86
Client1,Server245,51
Client1,Server246,68
Client1,Server247,97
Client1,Server248,99
Client1,Server249,77
Client1,Server250,79
Client1,Server251,36
Client1,Server252,14
Client1,Server253,34
Client1,Server254,59
Client1,Server255,64
Client1,Server256,48
Client1,Server257,17
Client1,Server258,6
Client1,Server259,15
Client1,Server260,7
Client1,Server261,6
Client1,Server262,82
Client1,Server263,37
Client1,Server264,71
Client1,Server265,4
Client1,Server266,75
Client1,Server267,72
Client1,Server268,47
Client1,Server269,19
Client1,Server270,72
Client1,Server271,65
Client1,Server272,43
Client1,Server273,18
Client1,Server274,15
Client1,Server275,99
Client1,Server276,48
Client1,Server277,27
Client1,Server278,82
Client1,Server279,20
Client1,Server280,7
Client1,Server281,76
Client1,Server282,26
Client1,Server283,78
Client1,Server284,43
Client1,Server285,35
Client1,Server286,94
Client1,Server287,89
Client1,Server288,94
Client1,Server289,24
Client1,Server290,18
Client1,Server291,13
Client1,Server292,52
Client1,Server293,29
Client1,Server294,40
Client1,Server295,91
Client1,Server296,29
Client1,Server297,99
Client1,Server298,79
Client1,Server299,51
Client1,Server300,65
Client1,Server301,37
Client1,Server302,59
Client1,Server303,80
Client1,Server304,12
Client1,Server305,72
Client1,Server306,80
Client1,Server307,39
Client1,Server308,3
Client1,Server309,11
Client1,Server310,3
Client1,Server311,71
Client1,Server312,72
Client1,Server313,15
Client1,Server314,58
Client1,Server315,29
Client1,Server316,80
Client1,Server317,99
Client1,Server318,94
Client1,Server319,29
Client1,Server320,32
Client1,Server321,86
Client1,Server322,59
Client1,Server323,15
Client1,Server324,32
Client1,Server325,97
Client1,Server326,52
Client1,Server327,42
Client1,Server328,77
Client1,Server329,22
Client1,Server330,66
Client1,Server331,18
Client1,Server332,70
Client1,Server333,18
Client1,Server334,95
Client1,Server335,19
Client1,Server336,85
Client1,Server337,32
Client1,Server338,12
Client1,Server339,75
Client1,Server340,69
Client1,Server341,18
Client1,Server342,28
Client1,Server343,4
Client1,Server344,73
Client1,Server345,45
Client1,Server346,15
Client1,Server347,2
Client1,Server348,56
Client1,Server349,55
Client1,Server350,50
Client1,Server351,91
Client1,Server352,46
Client1,Server353,24
Client1,Server354,44
