ClientId,ServerId,Costs
"Client1","Server4",61
"Client1","Server34",3
"Client1","Server63",35
"Client1","Server76",2
"Client1","Server97",36
"Client1","Server142",21
"Client1","Server177",13
"Client1","Server186",51
"Client1","Server191",87
"Client1","Server232",19
"Client1","Server235",16
"Client1","Server252",22
"Client1","Server293",50
"Client1","Server309",74
"Client1","Server322",24
"Client1","Server337",38
"Client1","Server394",40
"Client1","Server398",7
"Client1","Server404",20
"Client1","Server461",86
"Client1","Server471",69
"Client1","Server493",100
"Client1","Server494",82
"Client1","Server501",60
"Client1","Server525",23
"Client1","Server537",9
"Client1","Server546",84
"Client1","Server548",36
"Client1","Server566",47
"Client1","Server574",67
"Client1","Server576",51
"Client1","Server579",38
"Client1","Server605",18
"Client1","Server623",46
"Client1","Server631",4
"Client1","Server636",70
"Client1","Server640",18
"Client1","Server674",23
"Client1","Server770",36
"Client1","Server782",13
"Client1","Server798",40
"Client1","Server807",71
"Client1","Server833",75
"Client1","Server989",40
"Client1","Server1023",40
"Client1","Server1043",32
"Client1","Server1048",28
"Client1","Server1052",10
"Client1","Server1085",66
"Client1","Server1101",14
"Client1","Server1124",85
"Client1","Server1129",15
"Client1","Server1138",15
"Client1","Server1183",35
"Client1","Server1193",3
"Client1","Server1272",87
"Client1","Server1311",89
"Client1","Server1314",47
"Client1","Server1333",63
"Client1","Server1381",53
"Client1","Server1389",32
"Client1","Server1427",55
"Client2","Server2",79
"Client2","Server42",54
"Client2","Server53",41
"Client2","Server98",69
"Client2","Server104",64
"Client2","Server107",76
"Client2","Server127",28
"Client2","Server138",100
"Client2","Server194",74
"Client2","Server200",22
"Client2","Server201",4
"Client2","Server202",36
"Client2","Server205",94
"Client2","Server240",62
"Client2","Server256",37
"Client2","Server266",11
"Client2","Server289",78
"Client2","Server297",3
"Client2","Server298",94
"Client2","Server306",77
"Client2","Server313",34
"Client2","Server362",60
"Client2","Server445",28
"Client2","Server458",78
"Client2","Server483",87
"Client2","Server489",29
"Client2","Server507",28
"Client2","Server543",14
"Client2","Server575",26
"Client2","Server591",28
"Client2","Server600",70
"Client2","Server610",49
"Client2","Server611",95
"Client2","Server617",28
"Client2","Server701",36
"Client2","Server710",60
"Client2","Server727",83
"Client2","Server747",21
"Client2","Server759",17
"Client2","Server764",65
"Client2","Server791",100
"Client2","Server839",81
"Client2","Server849",31
"Client2","Server853",25
"Client2","Server871",66
"Client2","Server880",50
"Client2","Server913",7
"Client2","Server928",42
"Client2","Server936",20
"Client2","Server985",19
"Client2","Server997",12
"Client2","Server1027",94
"Client2","Server1035",25
"Client2","Server1036",24
"Client2","Server1111",72
"Client2","Server1131",78
"Client2","Server1142",8
"Client2","Server1154",96
"Client2","Server1167",97
"Client2","Server1177",37
"Client2","Server1199",73
"Client2","Server1274",55
"Client2","Server1275",5
"Client2","Server1303",53
"Client2","Server1327",87
"Client2","Server1368",58
"Client2","Server1382",86
"Client2","Server1401",70
"Client2","Server1409",49
"Client2","Server1417",63
"Client2","Server1463",87
"Client3","Server12",98
"Client3","Server21",21
"Client3","Server36",58
"Client3","Server76",77
"Client3","Server77",71
"Client3","Server81",72
"Client3","Server118",16
"Client3","Server124",99
"Client3","Server128",49
"Client3","Server129",21
"Client3","Server166",89
"Client3","Server167",64
"Client3","Server209",19
"Client3","Server223",83
"Client3","Server235",63
"Client3","Server259",86
"Client3","Server325",62
"Client3","Server339",66
"Client3","Server342",21
"Client3","Server388",21
"Client3","Server398",57
"Client3","Server401",56
"Client3","Server412",59
"Client3","Server421",8
"Client3","Server460",45
"Client3","Server478",73
"Client3","Server496",77
"Client3","Server519",6
"Client3","Server522",49
"Client3","Server572",29
"Client3","Server580",46
"Client3","Server586",17
"Client3","Server592",46
"Client3","Server649",83
"Client3","Server652",32
"Client3","Server663",73
"Client3","Server718",31
"Client3","Server738",95
"Client3","Server777",51
"Client3","Server793",8
"Client3","Server834",76
"Client3","Server838",47
"Client3","Server883",25
"Client3","Server956",93
"Client3","Server969",71
"Client3","Server989",38
"Client3","Server1006",58
"Client3","Server1087",14
"Client3","Server1109",37
"Client3","Server1166",26
"Client3","Server1190",69
"Client3","Server1191",69
"Client3","Server1220",80
"Client3","Server1234",58
"Client3","Server1241",89
"Client3","Server1253",25
"Client3","Server1255",7
"Client3","Server1262",31
"Client3","Server1283",15
"Client3","Server1324",75
"Client3","Server1351",12
"Client3","Server1403",20
"Client3","Server1419",35
"Client3","Server1461",21
"Client3","Server1467",23
"Client3","Server1489",13
"Client4","Server16",79
"Client4","Server60",80
"Client4","Server65",46
"Client4","Server127",64
"Client4","Server146",24
"Client4","Server175",49
"Client4","Server220",38
"Client4","Server234",94
"Client4","Server266",18
"Client4","Server367",2
"Client4","Server378",77
"Client4","Server390",32
"Client4","Server392",92
"Client4","Server416",87
"Client4","Server419",61
"Client4","Server424",71
"Client4","Server448",22
"Client4","Server460",30
"Client4","Server464",63
"Client4","Server468",74
"Client4","Server499",85
"Client4","Server502",39
"Client4","Server562",17
"Client4","Server608",83
"Client4","Server614",97
"Client4","Server682",68
"Client4","Server687",29
"Client4","Server705",73
"Client4","Server727",84
"Client4","Server761",94
"Client4","Server765",53
"Client4","Server841",10
"Client4","Server892",4
"Client4","Server932",52
"Client4","Server961",88
"Client4","Server962",52
"Client4","Server981",93
"Client4","Server985",60
"Client4","Server1012",37
"Client4","Server1014",67
"Client4","Server1015",12
"Client4","Server1038",50
"Client4","Server1041",92
"Client4","Server1076",65
"Client4","Server1090",79
"Client4","Server1099",92
"Client4","Server1109",58
"Client4","Server1117",88
"Client4","Server1151",34
"Client4","Server1178",83
"Client4","Server1183",68
"Client4","Server1211",23
"Client4","Server1260",97
"Client4","Server1266",47
"Client4","Server1281",64
"Client4","Server1309",45
"Client4","Server1356",90
"Client4","Server1362",78
"Client4","Server1371",85
"Client4","Server1372",71
"Client4","Server1377",17
"Client4","Server1389",12
"Client4","Server1421",63
"Client4","Server1472",62
"Client4","Server1479",30
"Client4","Server1486",35
"Client5","Server28",97
"Client5","Server34",20
"Client5","Server55",48
"Client5","Server72",9
"Client5","Server175",79
"Client5","Server193",77
"Client5","Server201",16
"Client5","Server205",80
"Client5","Server235",27
"Client5","Server242",81
"Client5","Server306",70
"Client5","Server341",63
"Client5","Server347",66
"Client5","Server355",15
"Client5","Server366",7
"Client5","Server405",65
"Client5","Server423",87
"Client5","Server441",13
"Client5","Server443",4
"Client5","Server569",29
"Client5","Server586",60
"Client5","Server587",62
"Client5","Server647",49
"Client5","Server682",93
"Client5","Server686",88
"Client5","Server724",72
"Client5","Server742",18
"Client5","Server756",76
"Client5","Server762",12
"Client5","Server825",26
"Client5","Server840",20
"Client5","Server883",27
"Client5","Server884",43
"Client5","Server905",55
"Client5","Server908",16
"Client5","Server933",52
"Client5","Server963",23
"Client5","Server995",8
"Client5","Server1015",99
"Client5","Server1090",23
"Client5","Server1119",23
"Client5","Server1130",38
"Client5","Server1149",14
"Client5","Server1178",42
"Client5","Server1188",76
"Client5","Server1189",14
"Client5","Server1202",97
"Client5","Server1206",27
"Client5","Server1312",26
"Client5","Server1342",65
"Client5","Server1344",17
"Client5","Server1349",9
"Client5","Server1415",58
"Client5","Server1419",30
"Client5","Server1458",12
"Client5","Server1459",96
"Client6","Server6",95
"Client6","Server14",8
"Client6","Server21",28
"Client6","Server62",29
"Client6","Server90",31
"Client6","Server107",88
"Client6","Server133",27
"Client6","Server137",98
"Client6","Server145",42
"Client6","Server170",46
"Client6","Server216",93
"Client6","Server241",16
"Client6","Server272",67
"Client6","Server309",4
"Client6","Server310",95
"Client6","Server339",48
"Client6","Server342",90
"Client6","Server392",18
"Client6","Server398",52
"Client6","Server403",8
"Client6","Server417",38
"Client6","Server450",44
"Client6","Server496",45
"Client6","Server510",60
"Client6","Server522",64
"Client6","Server526",52
"Client6","Server535",19
"Client6","Server537",91
"Client6","Server542",10
"Client6","Server561",32
"Client6","Server598",15
"Client6","Server662",22
"Client6","Server729",44
"Client6","Server751",51
"Client6","Server779",76
"Client6","Server803",83
"Client6","Server838",25
"Client6","Server890",81
"Client6","Server903",74
"Client6","Server1028",87
"Client6","Server1038",77
"Client6","Server1077",58
"Client6","Server1086",86
"Client6","Server1125",43
"Client6","Server1139",65
"Client6","Server1148",15
"Client6","Server1156",78
"Client6","Server1188",28
"Client6","Server1199",43
"Client6","Server1204",2
"Client6","Server1228",88
"Client6","Server1238",72
"Client6","Server1241",80
"Client6","Server1257",58
"Client6","Server1265",11
"Client6","Server1267",20
"Client6","Server1384",10
"Client6","Server1425",79
"Client6","Server1427",45
"Client6","Server1454",69
"Client6","Server1494",65
"Client7","Server43",36
"Client7","Server79",75
"Client7","Server84",62
"Client7","Server121",96
"Client7","Server135",81
"Client7","Server183",16
"Client7","Server198",36
"Client7","Server221",19
"Client7","Server231",27
"Client7","Server233",18
"Client7","Server255",89
"Client7","Server256",57
"Client7","Server273",44
"Client7","Server287",19
"Client7","Server312",29
"Client7","Server330",42
"Client7","Server355",71
"Client7","Server371",100
"Client7","Server410",57
"Client7","Server419",15
"Client7","Server421",56
"Client7","Server499",77
"Client7","Server520",97
"Client7","Server540",97
"Client7","Server562",79
"Client7","Server566",78
"Client7","Server587",91
"Client7","Server593",60
"Client7","Server610",48
"Client7","Server615",74
"Client7","Server656",59
"Client7","Server695",72
"Client7","Server696",36
"Client7","Server763",23
"Client7","Server773",68
"Client7","Server813",75
"Client7","Server839",17
"Client7","Server862",26
"Client7","Server868",98
"Client7","Server878",29
"Client7","Server907",75
"Client7","Server953",50
"Client7","Server960",7
"Client7","Server961",30
"Client7","Server998",30
"Client7","Server1000",61
"Client7","Server1057",62
"Client7","Server1086",38
"Client7","Server1102",93
"Client7","Server1114",64
"Client7","Server1135",62
"Client7","Server1167",50
"Client7","Server1169",55
"Client7","Server1188",17
"Client7","Server1193",39
"Client7","Server1203",62
"Client7","Server1231",46
"Client7","Server1235",77
"Client7","Server1238",56
"Client7","Server1252",78
"Client7","Server1267",69
"Client7","Server1269",35
"Client7","Server1297",84
"Client7","Server1355",92
"Client7","Server1391",40
"Client7","Server1495",93
"Client7","Server1496",26
"Client8","Server43",99
"Client8","Server80",30
"Client8","Server87",39
"Client8","Server113",85
"Client8","Server140",9
"Client8","Server151",99
"Client8","Server171",24
"Client8","Server200",40
"Client8","Server259",27
"Client8","Server262",75
"Client8","Server308",12
"Client8","Server322",37
"Client8","Server342",30
"Client8","Server348",75
"Client8","Server353",48
"Client8","Server377",31
"Client8","Server400",50
"Client8","Server426",100
"Client8","Server519",96
"Client8","Server540",74
"Client8","Server572",100
"Client8","Server578",99
"Client8","Server606",46
"Client8","Server626",74
"Client8","Server640",9
"Client8","Server650",72
"Client8","Server654",22
"Client8","Server656",71
"Client8","Server660",23
"Client8","Server671",58
"Client8","Server686",83
"Client8","Server725",63
"Client8","Server743",52
"Client8","Server759",60
"Client8","Server800",24
"Client8","Server809",50
"Client8","Server854",64
"Client8","Server868",100
"Client8","Server886",31
"Client8","Server897",15
"Client8","Server963",71
"Client8","Server972",58
"Client8","Server1050",71
"Client8","Server1063",26
"Client8","Server1118",76
"Client8","Server1167",76
"Client8","Server1170",82
"Client8","Server1178",88
"Client8","Server1221",81
"Client8","Server1252",3
"Client8","Server1269",21
"Client8","Server1277",28
"Client8","Server1291",67
"Client8","Server1316",95
"Client8","Server1337",15
"Client8","Server1341",58
"Client8","Server1345",86
"Client8","Server1403",98
"Client8","Server1441",3
"Client8","Server1443",22
"Client8","Server1446",37
"Client8","Server1461",40
"Client9","Server8",77
"Client9","Server9",83
"Client9","Server40",94
"Client9","Server42",11
"Client9","Server43",4
"Client9","Server219",32
"Client9","Server225",67
"Client9","Server252",67
"Client9","Server269",79
"Client9","Server270",46
"Client9","Server276",7
"Client9","Server295",43
"Client9","Server313",43
"Client9","Server334",78
"Client9","Server363",5
"Client9","Server383",60
"Client9","Server384",66
"Client9","Server389",11
"Client9","Server421",9
"Client9","Server452",71
"Client9","Server493",4
"Client9","Server560",76
"Client9","Server586",3
"Client9","Server597",91
"Client9","Server600",42
"Client9","Server628",42
"Client9","Server646",38
"Client9","Server647",85
"Client9","Server673",72
"Client9","Server681",11
"Client9","Server705",21
"Client9","Server721",21
"Client9","Server751",11
"Client9","Server753",9
"Client9","Server773",39
"Client9","Server791",83
"Client9","Server810",26
"Client9","Server825",24
"Client9","Server851",88
"Client9","Server856",20
"Client9","Server871",79
"Client9","Server894",24
"Client9","Server905",33
"Client9","Server908",21
"Client9","Server946",88
"Client9","Server973",26
"Client9","Server988",47
"Client9","Server1013",87
"Client9","Server1053",4
"Client9","Server1073",12
"Client9","Server1149",51
"Client9","Server1152",93
"Client9","Server1202",23
"Client9","Server1223",22
"Client9","Server1335",48
"Client9","Server1375",35
"Client9","Server1495",61
"Client10","Server9",36
"Client10","Server23",7
"Client10","Server39",84
"Client10","Server54",43
"Client10","Server67",43
"Client10","Server100",38
"Client10","Server125",11
"Client10","Server131",10
"Client10","Server144",22
"Client10","Server160",99
"Client10","Server167",35
"Client10","Server211",41
"Client10","Server236",26
"Client10","Server246",41
"Client10","Server255",66
"Client10","Server282",28
"Client10","Server284",79
"Client10","Server330",22
"Client10","Server347",43
"Client10","Server350",35
"Client10","Server375",30
"Client10","Server378",71
"Client10","Server386",50
"Client10","Server399",13
"Client10","Server425",2
"Client10","Server441",77
"Client10","Server448",6
"Client10","Server495",66
"Client10","Server522",43
"Client10","Server542",5
"Client10","Server559",78
"Client10","Server574",99
"Client10","Server580",10
"Client10","Server618",72
"Client10","Server673",2
"Client10","Server676",85
"Client10","Server711",76
"Client10","Server758",67
"Client10","Server795",73
"Client10","Server860",20
"Client10","Server905",51
"Client10","Server979",38
"Client10","Server981",36
"Client10","Server997",4
"Client10","Server1024",33
"Client10","Server1041",9
"Client10","Server1100",25
"Client10","Server1119",76
"Client10","Server1123",98
"Client10","Server1144",3
"Client10","Server1164",94
"Client10","Server1165",38
"Client10","Server1208",75
"Client10","Server1239",57
"Client10","Server1258",58
"Client10","Server1288",74
"Client10","Server1313",59
"Client10","Server1358",82
"Client10","Server1365",76
"Client10","Server1370",30
"Client10","Server1456",3
"Client10","Server1492",50
"Client11","Server2",69
"Client11","Server21",51
"Client11","Server43",91
"Client11","Server47",33
"Client11","Server55",77
"Client11","Server129",31
"Client11","Server191",10
"Client11","Server195",78
"Client11","Server218",63
"Client11","Server260",12
"Client11","Server342",95
"Client11","Server367",37
"Client11","Server421",81
"Client11","Server429",84
"Client11","Server435",26
"Client11","Server447",8
"Client11","Server469",40
"Client11","Server577",41
"Client11","Server646",81
"Client11","Server657",61
"Client11","Server686",43
"Client11","Server707",18
"Client11","Server768",83
"Client11","Server793",10
"Client11","Server804",55
"Client11","Server809",23
"Client11","Server820",77
"Client11","Server848",29
"Client11","Server861",17
"Client11","Server886",94
"Client11","Server953",39
"Client11","Server961",3
"Client11","Server976",57
"Client11","Server994",29
"Client11","Server1032",79
"Client11","Server1065",8
"Client11","Server1068",47
"Client11","Server1078",27
"Client11","Server1082",49
"Client11","Server1085",49
"Client11","Server1098",30
"Client11","Server1111",30
"Client11","Server1118",43
"Client11","Server1130",32
"Client11","Server1166",58
"Client11","Server1187",100
"Client11","Server1213",70
"Client11","Server1240",47
"Client11","Server1248",63
"Client11","Server1253",32
"Client11","Server1266",13
"Client11","Server1282",25
"Client11","Server1340",35
"Client11","Server1391",98
"Client11","Server1405",36
"Client11","Server1465",2
"Client11","Server1470",91
"Client11","Server1480",19
"Client11","Server1494",81
"Client12","Server31",45
"Client12","Server78",69
"Client12","Server94",32
"Client12","Server98",75
"Client12","Server126",100
"Client12","Server160",33
"Client12","Server166",28
"Client12","Server208",35
"Client12","Server216",31
"Client12","Server260",75
"Client12","Server318",67
"Client12","Server339",94
"Client12","Server349",33
"Client12","Server357",83
"Client12","Server359",60
"Client12","Server375",77
"Client12","Server429",89
"Client12","Server430",63
"Client12","Server439",91
"Client12","Server446",79
"Client12","Server479",83
"Client12","Server517",100
"Client12","Server539",77
"Client12","Server571",7
"Client12","Server618",52
"Client12","Server745",27
"Client12","Server771",33
"Client12","Server787",64
"Client12","Server793",2
"Client12","Server839",73
"Client12","Server842",7
"Client12","Server858",87
"Client12","Server867",38
"Client12","Server995",33
"Client12","Server997",16
"Client12","Server1004",43
"Client12","Server1025",72
"Client12","Server1054",43
"Client12","Server1097",84
"Client12","Server1099",47
"Client12","Server1117",44
"Client12","Server1123",81
"Client12","Server1137",5
"Client12","Server1148",62
"Client12","Server1151",39
"Client12","Server1160",31
"Client12","Server1184",27
"Client12","Server1211",91
"Client12","Server1215",89
"Client12","Server1225",78
"Client12","Server1226",7
"Client12","Server1269",79
"Client12","Server1285",29
"Client12","Server1301",5
"Client12","Server1315",53
"Client12","Server1389",24
"Client12","Server1419",80
"Client12","Server1420",23
"Client12","Server1427",30
"Client12","Server1428",71
"Client12","Server1431",33
"Client12","Server1485",95
"Client13","Server3",97
"Client13","Server65",63
"Client13","Server68",21
"Client13","Server72",64
"Client13","Server79",88
"Client13","Server125",34
"Client13","Server142",17
"Client13","Server163",46
"Client13","Server196",30
"Client13","Server249",33
